last_name,__last_seen,third_name,updated_at,father_name,id,first_name,title,source,program,type,function,listed_at,name,url,gender,summary,second_name,__first_seen
,2018-04-26 10:54:51.640753,, 22 Aug 2016	 ,,us-cia-world-leaders.d215342229e572986aa4480eff10859b1698e976,,,us-cia-world-leaders,Bulgaria,individual,Min. of Labor & Social Policy,,Zornitsa RUSINOVA,https://www.cia.gov/library/publications/resources/world-leaders-1/BU.html,,,,2018-04-12 08:15:17.958692
,2018-04-26 10:54:53.598802,, 5 Jan 2017	 ,,us-cia-world-leaders.49a4d56c848b9c89b7271886544e90aa35b558d5,,,us-cia-world-leaders,Czechia,individual,"Min. of Education, Youth, & Sport",,Katerina VALACHOVA,https://www.cia.gov/library/publications/resources/world-leaders-1/EZ.html,,,,2018-04-12 08:15:36.523421
,2018-04-26 10:54:53.708447,, 5 Jan 2017	 ,,us-cia-world-leaders.a883f8c0032ddf1bac0a8f4cf5bf16f074e9bef5,,,us-cia-world-leaders,Czechia,individual,Min. of Labor & Social Affairs,,Michaela MARKSOVA,https://www.cia.gov/library/publications/resources/world-leaders-1/EZ.html,,,,2018-04-12 08:15:36.278748
,2018-04-26 10:54:54.023712,, 15 Jul 2016	 ,,us-cia-world-leaders.c7545fecb3c51c8de7f3a494ab1659d03fd275aa,,,us-cia-world-leaders,Equatorial Guinea,individual,Min. of Fisheries,,Estanislao Don MALAVO,https://www.cia.gov/library/publications/resources/world-leaders-1/EK.html,,,,2018-04-12 08:15:21.067074
,2018-04-26 10:54:54.958224,, 15 Aug 2016	 ,,us-cia-world-leaders.e0e251e56debaaf7c74dfb1704dc7b2b78d07074,,,us-cia-world-leaders,"Gambia, The",individual,Vice Pres.,,Isatou NJIE-SAIDY,https://www.cia.gov/library/publications/resources/world-leaders-1/GA.html,,,,2018-04-12 08:15:43.512831
,2018-04-26 10:54:55.091170,, 15 Aug 2016	 ,,us-cia-world-leaders.751f72c9287bb574801f7a1d411d556f9b3d28d0,,,us-cia-world-leaders,"Gambia, The",individual,Min. of Health & Social Welfare,,Omar SEY,https://www.cia.gov/library/publications/resources/world-leaders-1/GA.html,,,,2018-04-12 08:15:43.153424
,2018-04-26 10:54:55.131729,, 27 Jan 2017	 ,,us-cia-world-leaders.447d0306fc67a823073a00dabb890fc27b92983e,,,us-cia-world-leaders,Germany,individual,"Min. for the Environment, Nature Conservation, Construction, & Reactor Security",,Barbara HENDRICKS,https://www.cia.gov/library/publications/resources/world-leaders-1/GM.html,,,,2018-04-12 08:15:27.467915
,2018-04-26 10:54:55.491333,, 6 Dec 2016	 ,,us-cia-world-leaders.709f636c660e7fb7f6b455ef8d0779cd45cbb593,,,us-cia-world-leaders,France,individual,"Min. of National Education, Higher Education, & Research",,Najat VALLAUD-BELKACEM,https://www.cia.gov/library/publications/resources/world-leaders-1/FR.html,,,,2018-04-12 08:15:28.104721
,2018-04-26 10:54:59.029280,, 8 Aug 2016	 ,,us-cia-world-leaders.227eeb8c5e83434ed571b76c09c9eec8dfc49f1c,,,us-cia-world-leaders,Iran,individual,"Min. of Science, Research, & Technology",,Mohammad FARHADI,https://www.cia.gov/library/publications/resources/world-leaders-1/IR.html,,,,2018-04-12 08:15:51.021434
,2018-04-26 10:54:59.937675,, 3 Jun 2016	 ,,us-cia-world-leaders.033a519ca4ece1b2f2e30fc602c5123e3afa8da5,,,us-cia-world-leaders,Jordan,individual,Min. of Social Development,,Khawla ARMOUTI,https://www.cia.gov/library/publications/resources/world-leaders-1/JO.html,,,,2018-04-12 08:15:46.973094
,2018-04-26 10:55:01.129171,, 5 Aug 2016	 ,,us-cia-world-leaders.b482b4ce8237de71d0946a9935a20000285d77c5,,,us-cia-world-leaders,Japan,individual,Min. of State for Economic & Fiscal Policy,,Nobuteru ISHIHARA,https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,,,,2018-04-12 08:15:36.785128
,2018-04-26 10:55:03.080472,, 12 Aug 2016	 ,,us-cia-world-leaders.156e589a77a690394c2acf0957d60f8b02bd869d,,,us-cia-world-leaders,Kyrgyzstan,individual,"Min. of Culture, Information, & Tourism",,Altynbek MAKSUTOV,https://www.cia.gov/library/publications/resources/world-leaders-1/KG.html,,,,2018-04-12 08:15:41.515148
,2018-04-26 10:55:03.214024,, 12 Aug 2016	 ,,us-cia-world-leaders.9a105fe4a319960c321ae4650c220c774fa294e2,,,us-cia-world-leaders,Kyrgyzstan,individual,Min. of Foreign Affairs,,Erlan ABDYLDAEV,https://www.cia.gov/library/publications/resources/world-leaders-1/KG.html,,,,2018-04-12 08:15:41.143957
,2018-04-26 10:55:03.261327,, 12 Aug 2016	 ,,us-cia-world-leaders.56a6234e6ef9191585cc7a18cd4d50d01dd4291e,,,us-cia-world-leaders,Kyrgyzstan,individual,Min. of Labor & Social Development,,Bazrbaev KUWAIT,https://www.cia.gov/library/publications/resources/world-leaders-1/KG.html,,,,2018-04-12 08:15:49.944121
,2018-04-26 10:55:04.397935,, 29 Mar 2016	 ,,us-cia-world-leaders.96b433a6098005ac9cd6a2dff3fadabdf1278523,,,us-cia-world-leaders,Kuwait,individual,First Dep. Prime Min.,,SABAH AL-KHALID al-Hamad al-Sabah,https://www.cia.gov/library/publications/resources/world-leaders-1/KU.html,,,,2018-04-12 08:15:56.120730
,2018-04-26 10:55:04.816728,, 29 Mar 2016	 ,,us-cia-world-leaders.3d3051f55cc6bbacf68071c3d3961dfae8240eed,,,us-cia-world-leaders,Kuwait,individual,Min. of State for Amiri Diwan Affairs,,NASIR AL-SABAH al-Ahmad al-Jabir al-Sabah,https://www.cia.gov/library/publications/resources/world-leaders-1/KU.html,,,,2018-04-12 08:15:56.880569
,2018-04-26 10:55:07.216462,, 7 Apr 2016	 ,,us-cia-world-leaders.8c68ada0e9aec03eb30d0c55aa576b3985739315,,,us-cia-world-leaders,Mauritania,individual,Min. of Finance,,Mokhtar Ould DIAY,https://www.cia.gov/library/publications/resources/world-leaders-1/MR.html,,,,2018-04-12 08:15:38.319977
,2018-04-26 10:55:07.926468,, 1 Feb 2017	 ,,us-cia-world-leaders.9571199d10d809248c8603761c45cd114bad2d16,,,us-cia-world-leaders,Morocco,individual,"Min. of Higher Education, Scientific Research, & Executive Training",,Lahcen DAOUDI,https://www.cia.gov/library/publications/resources/world-leaders-1/MO.html,,,,2018-04-12 08:15:49.486890
,2018-04-26 10:55:16.676313,, 2 Nov 2015	 ,,us-cia-world-leaders.f96c016b0ebe08797fd8d90f4f7099efe5809191,,,us-cia-world-leaders,Solomon Islands,individual,"Permanent Representative to the UN, New York",,Collin David BECK,https://www.cia.gov/library/publications/resources/world-leaders-1/BP.html,,,,2018-04-12 08:16:03.335767
,2018-04-26 10:55:18.814697,, 1 Dec 2016	 ,,us-cia-world-leaders.3f7f3de9e765fa16e606732191b4655a41276ed0,,,us-cia-world-leaders,Russia,individual,Dep. Premier,,Vitaliy Leontyevich MUTKO,https://www.cia.gov/library/publications/resources/world-leaders-1/RS.html,,,,2018-04-12 08:15:57.481464
,2018-04-26 10:54:55.964673,, 11 Jan 2017	 ,,us-cia-world-leaders.8b22d749e4792fc42d4afc3b2a6969b6ee5ec063,,,us-cia-world-leaders,Gabon,individual,Min. for Relations With the Institutions in Charge of Political Dialogue,,Francis NKEA,https://www.cia.gov/library/publications/resources/world-leaders-1/GB.html,,,,2018-04-12 08:15:38.501340
,2018-04-26 10:54:56.079488,, 11 Jan 2017	 ,,us-cia-world-leaders.1e16b1e29cf46f72d92261b04992843183f3b905,,,us-cia-world-leaders,Gabon,individual,Junior Min. to the Min. for the Promotion of Private Investments in Charge of Tourism and Industry,,Irene LINDZONDZO,https://www.cia.gov/library/publications/resources/world-leaders-1/GB.html,,,,2018-04-12 08:15:37.961114
,2018-04-26 10:54:58.132587,, 13 Mar 2015	 ,,us-cia-world-leaders.79814bb3045e38b1a1e1db1a0fc838cda1345adb,,,us-cia-world-leaders,Holy See (Vatican City),individual,Sec. of State,,"Pietro PAROLIN , Cardinal",https://www.cia.gov/library/publications/resources/world-leaders-1/VT.html,,,,2018-04-12 08:15:32.430417
,2018-04-26 10:54:58.482008,, 4 Aug 2016	 ,,us-cia-world-leaders.e28729b0adac6dce38bcb90350c569d7c0558b24,,,us-cia-world-leaders,Indonesia,individual,Min. of Justice & Human Rights,,Yasonna H. LAOLY,https://www.cia.gov/library/publications/resources/world-leaders-1/ID.html,,,,2018-04-12 08:15:36.745110
,2018-04-26 10:55:01.599695,, 13 May 2016	 ,,us-cia-world-leaders.e13138fc1b145f46f2269f076675abb767b41cad,,,us-cia-world-leaders,Ireland,individual,"Permanent Representative to the UN, New York",,David Denis DONOGHUE,https://www.cia.gov/library/publications/resources/world-leaders-1/EI.html,,,,2018-04-12 08:15:32.383953
,2018-04-26 10:55:03.292545,, 12 Aug 2016	 ,,us-cia-world-leaders.cc637d2deb97e2612e6d448d18677806e208af39,,,us-cia-world-leaders,Kyrgyzstan,individual,Min. of Justice,,Jyldyz MAMBETALIEVA,https://www.cia.gov/library/publications/resources/world-leaders-1/KG.html,,,,2018-04-12 08:15:41.650028
,2018-04-26 10:55:04.971369,, 29 Mar 2016	 ,,us-cia-world-leaders.3110eff8d7b4aa33c81ab4814cea39e7e12816df,,,us-cia-world-leaders,Kuwait,individual,Min. of State for Youth Affairs,,SALMAN al-Sabah al-Salim al-Sabah,https://www.cia.gov/library/publications/resources/world-leaders-1/KU.html,,,,2018-04-12 08:15:57.324125
,2018-04-26 10:55:05.296870,, 10 Dec 2014	 ,,us-cia-world-leaders.d82cf5ad123519c6cc73c1d563b8817b46b9470b,,,us-cia-world-leaders,Malta,individual,"Min. for the Environment, Sustainable Development, & Climate Change",,Leo BRINCAT,https://www.cia.gov/library/publications/resources/world-leaders-1/MT.html,,,,2018-04-12 08:15:57.323235
,2018-04-26 10:55:06.481714,, 6 Sep 2016	 ,,us-cia-world-leaders.fcb35cc32968df0c169ec0b6e0adf1cfe51e5b8e,,,us-cia-world-leaders,Mali,individual,Min. of Health & Public Hygiene,,Marie Madeleine TOGO,https://www.cia.gov/library/publications/resources/world-leaders-1/ML.html,,,,2018-04-12 08:15:40.321745
,2018-04-26 10:55:08.222148,, 1 Feb 2017	 ,,us-cia-world-leaders.eb27a5b25c960340aca209cc47b726fb7accda5f,,,us-cia-world-leaders,Morocco,individual,"Min.-Del. to the Min. of Industry, Trade, & New Technologies for SMEs & the Integration of the Informal Sector",,Mamoun BOUHADHOUD,https://www.cia.gov/library/publications/resources/world-leaders-1/MO.html,,,,2018-04-12 08:15:50.091240
,2018-04-26 10:55:10.221165,, 30 Jun 2016	 ,,us-cia-world-leaders.2915e2b42a3654f1fbef1d4c165bf56a3cd748c4,,,us-cia-world-leaders,Niger,individual,"Min.-Del. to the Min. of State for Interior, Decentralization, Public Security, & Customary & Religious Affairs in Charge of Decentralization",,Alfari Saley HADIZA,https://www.cia.gov/library/publications/resources/world-leaders-1/NG.html,,,,2018-04-12 08:16:04.956059
,2018-04-26 10:55:13.711327,, 3 Nov 2016	 ,,us-cia-world-leaders.2ebf12d4eaf942ba9719d1273f724e45a1ff9b8f,,,us-cia-world-leaders,Romania,individual,Min. of Foreign Affairs,,Lazar COMANESCU,https://www.cia.gov/library/publications/resources/world-leaders-1/RO.html,,,,2018-04-12 08:15:54.014091
,2018-04-26 10:55:15.405702,, 11 Oct 2016	 ,,us-cia-world-leaders.41c182c3e09063e8de761da30ee37f18a267d339,,,us-cia-world-leaders,Rwanda,individual,Min. of State for Socioeconomic Development,,Vincent MUNYESHAKA,https://www.cia.gov/library/publications/resources/world-leaders-1/RW.html,,,,2018-04-12 08:15:56.883075
,2018-04-26 10:55:18.942324,, 1 Jun 2016	 ,,us-cia-world-leaders.7279b29d96a123c306a4051d95d94923b5b8466a,,,us-cia-world-leaders,Taiwan,individual,Min. of Education,,PAN Wen-chung,https://www.cia.gov/library/publications/resources/world-leaders-1/TW.html,,,,2018-04-12 08:15:48.353924
,2018-04-26 10:54:56.273865,, 25 Nov 2016	 ,,us-cia-world-leaders.8eb0ffc3aa60f6e2ecdabc8101af795ff01e1e28,,,us-cia-world-leaders,Greece,individual,"Min. of Environment, & Energy",,Georgios STATHAKIS,https://www.cia.gov/library/publications/resources/world-leaders-1/GR.html,,,,2018-04-12 08:15:26.639481
,2018-04-26 10:54:58.188654,, 4 Aug 2016	 ,,us-cia-world-leaders.6f11be7399358decb72784af07482104ed376fb5,,,us-cia-world-leaders,Indonesia,individual,Coordinating Min. for Human Development & Culture,,Puan MAHARANI,https://www.cia.gov/library/publications/resources/world-leaders-1/ID.html,,,,2018-04-12 08:15:34.736823
,2018-04-26 10:54:58.332730,, 4 Aug 2016	 ,,us-cia-world-leaders.5dea35f67e15d0c935aba20dee5ada7b27d6dc5e,,,us-cia-world-leaders,Indonesia,individual,Min. of Disadvantaged Regions & Transmigration,,Eko Putro SANJOYO,https://www.cia.gov/library/publications/resources/world-leaders-1/ID.html,,,,2018-04-12 08:15:33.990670
,2018-04-26 10:54:58.916211,, 4 Aug 2016	 ,,us-cia-world-leaders.b6918616df5ed77413a6649b70a3306404edd1ab,,,us-cia-world-leaders,Indonesia,individual,"Permanent Representative to the UN, New York",,Dian Triansyah DJANI,https://www.cia.gov/library/publications/resources/world-leaders-1/ID.html,,,,2018-04-12 08:15:35.575979
,2018-04-26 10:55:01.308345,, 5 Aug 2016	 ,,us-cia-world-leaders.308bc072065cf6a626d9fa2cdd0a55fe3591fab9,,,us-cia-world-leaders,Japan,individual,Min. of State for Okinawa & Northern Territories Affairs,,Yosuke TSURUHO,https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,,,,2018-04-12 08:15:36.315995
,2018-04-26 10:55:03.392603,, 12 Aug 2016	 ,,us-cia-world-leaders.448d2040bf31217c3cbf1f745c9c9f221f54582c,,,us-cia-world-leaders,Kyrgyzstan,individual,Min. of Internal Affairs,,Kashgar DJUNUSHALIEVA,https://www.cia.gov/library/publications/resources/world-leaders-1/KG.html,,,,2018-04-12 08:15:40.847105
,2018-04-26 10:55:03.441922,, 12 Aug 2016	 ,,us-cia-world-leaders.658de527dc2e3e50be590041e9c4ab1f01f62eb6,,,us-cia-world-leaders,Kyrgyzstan,individual,"Chmn., State Ctte. For Industry, Energy and Mineral Resources",,Duishenbek ZILALIEV,https://www.cia.gov/library/publications/resources/world-leaders-1/KG.html,,,,2018-04-12 08:15:40.900575
,2018-04-26 10:55:03.791640,, 24 Aug 2016	 ,,us-cia-world-leaders.bdb510b77d4034a42cace5dc3078b0d80d945659,,,us-cia-world-leaders,India,individual,Min. of State (Independent Charge) for Development of North-Eastern Region,,Jitendra SINGH,https://www.cia.gov/library/publications/resources/world-leaders-1/IN.html,,,,2018-04-12 08:15:35.583298
,2018-04-26 10:55:04.927034,, 29 Mar 2016	 ,,us-cia-world-leaders.25a150adc34b44f9eb53d296c56ccc255a7b5f38,,,us-cia-world-leaders,Kuwait,individual,Min. of State for Cabinet Affairs,,MUHAMMAD Abdallah al-Mubarak al-Sabah,https://www.cia.gov/library/publications/resources/world-leaders-1/KU.html,,,,2018-04-12 08:15:56.952157
,2018-04-26 10:55:06.396850,, 6 Sep 2016	 ,,us-cia-world-leaders.6488e5c2cfa9d763570397834f7bd1276d15395a,,,us-cia-world-leaders,Mali,individual,Min. of Defense & Veterans Affairs,,Abdoulaye Idrissa MAIGA,https://www.cia.gov/library/publications/resources/world-leaders-1/ML.html,,,,2018-04-12 08:15:39.637132
,2018-04-26 10:55:06.711327,, 29 Apr 2016	 ,,us-cia-world-leaders.2c5543b209ab5d59c4efe9bcf9ed999795b74e4d,,,us-cia-world-leaders,Laos,individual,Min. of Energy & Mining,,KHAMMANI Inthilat,https://www.cia.gov/library/publications/resources/world-leaders-1/LA.html,,,,2018-04-12 08:15:57.974568
,2018-04-26 10:55:08.099754,, 1 Feb 2017	 ,,us-cia-world-leaders.f7be50e679aed7f80136b2b883046526d3e1a1f9,,,us-cia-world-leaders,Morocco,individual,"Min. of Solidarity, Women, Family, & Social Development",,Bassima HAKKAOUI,https://www.cia.gov/library/publications/resources/world-leaders-1/MO.html,,,,2018-04-12 08:15:51.122114
,2018-04-26 10:55:08.366619,, 1 Feb 2017	 ,,us-cia-world-leaders.da78012660a820d0892a724c5147b21d638a1010,,,us-cia-world-leaders,Morocco,individual,"Governor, Bank al-Magrib",,Abdellatif JOUAHRI,https://www.cia.gov/library/publications/resources/world-leaders-1/MO.html,,,,2018-04-12 08:15:50.189291
,2018-04-26 10:55:10.602387,, 19 Dec 2016	 ,,us-cia-world-leaders.a583725ae07ca9dc4e401650df1b8eb433bf177c,,,us-cia-world-leaders,New Zealand,individual,"Min. for Arts, Culture, & Heritage",,Maggie BARRY,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,,2018-04-12 08:15:43.536563
,2018-04-26 10:55:10.693778,, 19 Dec 2016	 ,,us-cia-world-leaders.6f0abfc445c5e7e8b1780be607a0518fb47ec587,,,us-cia-world-leaders,New Zealand,individual,Min. of Customs,,Nicky WAGNER,https://www.cia.gov/library/publications/resources/world-leaders-1/NZ.html,,,,2018-04-12 08:15:45.777670
,2018-04-26 10:55:12.632968,, 6 Oct 2015	 ,,us-cia-world-leaders.78951f05803048ee64c998e8f5a18843792388b7,,,us-cia-world-leaders,Saint Kitts and Nevis,individual,"Min. of State With Responsibility for Health, Community Development, Gender Affairs, & Social Services",,Wendy PHIPPS,https://www.cia.gov/library/publications/resources/world-leaders-1/SC.html,,,,2018-04-12 08:16:09.630615
,2018-04-26 10:55:14.466004,, 13 Jan 2017	 ,,us-cia-world-leaders.88f2c4d598151b45d2da17f21ed57aa7e192a68f,,,us-cia-world-leaders,Philippines,individual,National Security Adviser,,"Hermogenes ESPERON, Jr.",https://www.cia.gov/library/publications/resources/world-leaders-1/RP.html,,,,2018-04-12 08:15:50.190127
,2018-04-26 10:55:14.927679,, 12 Dec 2014	 ,,us-cia-world-leaders.487d784e756e63a175aeed77b81961a68be6682d,,,us-cia-world-leaders,Senegal,individual,Min. of the Interior,,Abdoulaye Daouda DIALLO,https://www.cia.gov/library/publications/resources/world-leaders-1/SG.html,,,,2018-04-12 08:15:55.571485
,2018-04-26 10:55:18.670063,, 19 Jan 2017	 ,,us-cia-world-leaders.d16724ff54baf2f2402bf804822236f93cc865a0,,,us-cia-world-leaders,South Sudan,individual,Min. of Defense & Veterans Affairs,,Kuol MANYANG Juuk,https://www.cia.gov/library/publications/resources/world-leaders-1/OD.html,,,,2018-04-12 08:16:13.122870
,2018-04-26 10:55:18.767029,, 19 Jan 2017	 ,,us-cia-world-leaders.5a64ad22d880efe8b7c9a9d09373acdec402c244,,,us-cia-world-leaders,South Sudan,individual,"Min. of Lands, Housing, & Urban Development",,Alfred Lado GORE,https://www.cia.gov/library/publications/resources/world-leaders-1/OD.html,,,,2018-04-12 08:16:13.836313
,2018-04-26 10:55:18.816924,, 19 Jan 2017	 ,,us-cia-world-leaders.5c288d286c53fc8fdf906b07121b4b9a13a85ba7,,,us-cia-world-leaders,South Sudan,individual,"Governor, Central Bank of South Sudan",,Othom Rago AJAK,https://www.cia.gov/library/publications/resources/world-leaders-1/OD.html,,,,2018-04-12 08:16:13.453337
,2018-04-26 10:55:18.964520,, 1 Jun 2016	 ,,us-cia-world-leaders.1604a25e30f1d1deaf2511b38bac08a87b23a26a,,,us-cia-world-leaders,Taiwan,individual,Min. of Foreign Affairs,,LEE Ta-wei (a.k.a. David LEE),https://www.cia.gov/library/publications/resources/world-leaders-1/TW.html,,,,2018-04-12 08:15:46.672216
,2018-04-26 10:55:19.053482,, 1 Jun 2016	 ,,us-cia-world-leaders.dbe5dc4db919b6b21efc18016802b70f18b762f4,,,us-cia-world-leaders,Taiwan,individual,Min. of National Defense,,FENG Shih-kuan (a.k.a. Kent FENG),https://www.cia.gov/library/publications/resources/world-leaders-1/TW.html,,,,2018-04-12 08:15:46.688395
,2018-04-26 10:54:56.370349,, 8 Feb 2016	 ,,us-cia-world-leaders.9ae3deffe0a2c209ed5f85ebe654f7ab8aeb7d4f,,,us-cia-world-leaders,Ethiopia,individual,Min. of Agriculture & Natural Resource Development,,TEFERA Deribew,https://www.cia.gov/library/publications/resources/world-leaders-1/ET.html,,,,2018-04-12 08:15:27.065075
,2018-04-26 10:54:56.765933,, 23 Mar 2015	 ,,us-cia-world-leaders.3888c61c0d57e6cb6f46e3eacd91b697ac713bf5,,,us-cia-world-leaders,Grenada,individual,"Min. of Economic Development, Trade, Planning, Cooperatives, & Intl. Business",,Oliver JOSEPH,https://www.cia.gov/library/publications/resources/world-leaders-1/GJ.html,,,,2018-04-12 08:15:28.686729
,2018-04-26 10:54:58.189541,, 4 Aug 2016	 ,,us-cia-world-leaders.2621bea07c03d1e985f0888742127a85f47dd6e8,,,us-cia-world-leaders,Indonesia,individual,Vice Pres.,,Muhammad Jusuf KALLA,https://www.cia.gov/library/publications/resources/world-leaders-1/ID.html,,,,2018-04-12 08:15:33.729569
,2018-04-26 10:54:58.281338,, 15 Jan 2016	 ,,us-cia-world-leaders.8a37f2bfec2300e91d654db33e90144cbfb03d8b,,,us-cia-world-leaders,Guinea,individual,Min. of Health,,Diallo ABDOURAHMANE,https://www.cia.gov/library/publications/resources/world-leaders-1/GV.html,,,,2018-04-12 08:15:52.804799
,2018-04-26 10:54:58.729756,, 4 Aug 2016	 ,,us-cia-world-leaders.06df05a7730261e995103ef9f471d5a3c366985f,,,us-cia-world-leaders,Indonesia,individual,Min. of Primary & Secondary Education & Culture,,Anies BASWEDAN,https://www.cia.gov/library/publications/resources/world-leaders-1/ID.html,,,,2018-04-12 08:15:34.184913
,2018-04-26 10:54:58.915728,, 4 Aug 2016	 ,,us-cia-world-leaders.3116dac160b396fe573dc75740ba4331cba81513,,,us-cia-world-leaders,Indonesia,individual,"Dir., State Intelligence Agency (BIN)",,SUTIYOSO,https://www.cia.gov/library/publications/resources/world-leaders-1/ID.html,,,,2018-04-12 08:15:35.572235
,2018-04-26 10:54:48.728683,, 7 Mar 2016	 ,,us-cia-world-leaders.7ed51ee4edc224ecda844e4df4ca978d642a58ff,,,us-cia-world-leaders,Azerbaijan,individual,First Dep. Prime Min.,,Yaqub EYYUBOV,https://www.cia.gov/library/publications/resources/world-leaders-1/AJ.html,,,,2018-04-12 08:15:00.131737
,2018-04-26 10:54:52.685993,, 23 Nov 2016	 ,,us-cia-world-leaders.9575abcb85ab28676e105fc4ffda3be257711352,,,us-cia-world-leaders,Bosnia and Herzegovina,individual,Min. of Trade & Tourism,,Predrag GLUHAKOVIC,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,,2018-04-12 08:15:00.766507
,2018-04-26 10:54:58.471825,, 4 Aug 2016	 ,,us-cia-world-leaders.0f7ae7fc754ec54237489196ba0bcec790ca1e38,,,us-cia-world-leaders,Indonesia,individual,Min. of Land & Spatial Planning,,Sofian DJALIL,https://www.cia.gov/library/publications/resources/world-leaders-1/ID.html,,,,2018-04-12 08:15:36.846570
,2018-04-26 10:54:58.915984,, 4 Aug 2016	 ,,us-cia-world-leaders.8c2595c99d9c6286526b691256b157086ce59634,,,us-cia-world-leaders,Indonesia,individual,Ambassador to the US,,Budi BOWOLEKSONO,https://www.cia.gov/library/publications/resources/world-leaders-1/ID.html,,,,2018-04-12 08:15:35.667230
,2018-04-26 10:54:59.357069,, 7 Feb 2017	 ,,us-cia-world-leaders.f0cf120e7a6b4de6cca79793565d71dcb60cbae5,,,us-cia-world-leaders,Iraq,individual,Min. of Youth & Sports,,Abd al-Husayn Abd al-Ridha ABTAN,https://www.cia.gov/library/publications/resources/world-leaders-1/IZ.html,,,,2018-04-12 08:15:31.414524
,2018-04-26 10:55:00.342122,, 25 Jan 2017	 ,,us-cia-world-leaders.d63a97ae32a7d651e37aff800b0852b9942dd342,,,us-cia-world-leaders,Israel,individual,Min. of Immigration & Absorption,,Sofa LANDVER,https://www.cia.gov/library/publications/resources/world-leaders-1/IS.html,,,,2018-04-12 08:15:33.085896
,2018-04-26 10:55:00.910010,, 5 Aug 2016	 ,,us-cia-world-leaders.d06999b6bbd429fb0fc96d5abf66ed9021ef5463,,,us-cia-world-leaders,Japan,individual,Chief Cabinet Sec.,,Yoshihide SUGA,https://www.cia.gov/library/publications/resources/world-leaders-1/JA.html,,,,2018-04-12 08:15:36.792012
,2018-04-26 10:55:08.889192,, 18 May 2011	 ,,us-cia-world-leaders.c1cd6206655a909be86604bc15166b8435b9199f,,,us-cia-world-leaders,Liechtenstein,individual,Min. of Foreign Affairs,,Aurelia FRICK,https://www.cia.gov/library/publications/resources/world-leaders-1/LS.html,,,,2018-04-12 08:15:54.772597
,2018-04-26 10:55:09.166275,, 30 Jun 2016	 ,,us-cia-world-leaders.86f04a709ba503c6cd2d769b39c7375dd4ad270b,,,us-cia-world-leaders,Niger,individual,Min. of Energy & Petroleum,,Pierre Foumakoye GADO,https://www.cia.gov/library/publications/resources/world-leaders-1/NG.html,,,,2018-04-12 08:16:03.625281
,2018-04-26 10:55:04.576208,, 29 Mar 2016	 ,,us-cia-world-leaders.7d55e6954438d180f647d5e271d0f05124a15f35,,,us-cia-world-leaders,Kuwait,individual,Min. of Electricity & Water,,Abd al-Aziz Abd al-Latif al-IBRAHIM,https://www.cia.gov/library/publications/resources/world-leaders-1/KU.html,,,,2018-04-12 08:15:58.034435
,2018-04-26 10:55:05.029759,, 29 Mar 2016	 ,,us-cia-world-leaders.65ea196bf6ff3348859ff6e413f8f1fd70b8ac4a,,,us-cia-world-leaders,Kuwait,individual,Ambassador to the US,,SALIM al-Abdallah al-Jabir al-Sabah,https://www.cia.gov/library/publications/resources/world-leaders-1/KU.html,,,,2018-04-12 08:15:56.146572
,2018-04-26 10:55:05.358170,, 10 Dec 2014	 ,,us-cia-world-leaders.d301ed77b73b7e81c7338849cdfb30853db5c461,,,us-cia-world-leaders,Malta,individual,Min. for Energy & Water Conservation,,Konrad MIZZI,https://www.cia.gov/library/publications/resources/world-leaders-1/MT.html,,,,2018-04-12 08:15:56.576900
,2018-04-26 10:55:06.665393,, 29 Apr 2016	 ,,us-cia-world-leaders.2b231b75f678675530563806e29c3bdc2137bbc2,,,us-cia-world-leaders,Laos,individual,Dep. Prime Min.,,SOMDI Douangdi,https://www.cia.gov/library/publications/resources/world-leaders-1/LA.html,,,,2018-04-12 08:15:56.715750
,2018-04-26 10:55:06.819907,, 29 Apr 2016	 ,,us-cia-world-leaders.4c6850902185a6f085baddf4ec03076a0b24121a,,,us-cia-world-leaders,Laos,individual,Min. to the Prime Minister's Office,,SOUVANPHENG Boupphanouvong,https://www.cia.gov/library/publications/resources/world-leaders-1/LA.html,,,,2018-04-12 08:15:58.031761
,2018-04-26 10:54:49.054324,, 7 Mar 2016	 ,,us-cia-world-leaders.dc2817cb029bc5763621168bf35c2f1aa4cf7f18,,,us-cia-world-leaders,Azerbaijan,individual,Min. of Labor & Social Security,,Salim MUSLUMOV,https://www.cia.gov/library/publications/resources/world-leaders-1/AJ.html,,,,2018-04-12 08:15:00.476203
,2018-04-26 10:54:49.053308,, 7 Mar 2016	 ,,us-cia-world-leaders.b4c83603f87913c53cc9cbf7f136449b677011bf,,,us-cia-world-leaders,Azerbaijan,individual,Min. of Foreign Affairs,,Elmar MAMMADYAROV,https://www.cia.gov/library/publications/resources/world-leaders-1/AJ.html,,,,2018-04-12 08:15:00.433030
,2018-04-26 10:54:51.497219,, 23 Nov 2016	 ,,us-cia-world-leaders.32c03be8d1758375def5808b5f39c6ddfff581af,,,us-cia-world-leaders,Bosnia and Herzegovina,individual,Min. of Foreign Affairs,,Igor CRNADAK,https://www.cia.gov/library/publications/resources/world-leaders-1/BK.html,,,,2018-04-12 08:15:00.062001
